SEQ_NAME	START	END	STRAND	FEATURE_NAME	GENE_NAME	ALIASES	DESCRIPTION	TXN_START	TXN_END	CDS_START	CDS_END	EXON_COUNT	EXON_STARTS	EXON_ENDS	ISOFORM_NAME	IS_PRIMARY
NC_000913.2	1380987	1381985	-	b1320	ycjW	 	predicted	1380987	1381985	1380987	1381985	1	1380987	1381985	 	Y
NC_000913.2	1382141	1383538	+	b1321	ycjX	 	conserved	1382141	1383538	1382141	1383538	1	1382141	1383538	 	Y
NC_000913.2	1383535	1384596	+	b1322	ycjF	 	inner	1383535	1384596	1383535	1384596	1	1383535	1384596	 	Y
NC_000913.2	1384744	1386285	+	b1323	tyrR	 	DNA-binding	1384744	1386285	1384744	1386285	1	1384744	1386285	 	Y
NC_000913.2	1386329	1386835	-	b1324	tpx	 	lipid	1386329	1386835	1386329	1386835	1	1386329	1386835	 	Y
NC_000913.2	1386954	1387919	+	b1325	ycjG	 	L-Ala-D/L-Glu	1386954	1387919	1386954	1387919	1	1386954	1387919	 	Y
NC_000913.2	1387894	1388622	-	b1326	mpaA	 	murein	1387894	1388622	1387894	1388622	1	1387894	1388622	 	Y
NC_000913.2	1388957	1389877	-	b1327	ycjY	 	predicted	1388957	1389877	1388957	1389877	1	1388957	1389877	 	Y
NC_000913.2	1390015	1390914	+	b1328	ycjZ	 	predicted	1390015	1390914	1390015	1390914	1	1390015	1390914	 	Y
NC_000913.2	1391251	1392864	+	b1329	mppA	 	murein	1391251	1392864	1391251	1392864	1	1391251	1392864	 	Y
NC_000913.2	1392915	1393946	-	b1330	ynaI	 	MscS	1392915	1393946	1392915	1393946	1	1392915	1393946	 	Y
NC_000913.2	1394100	1395116	+	b1331	insH	 	IS5	1394100	1395116	1394100	1395116	1	1394100	1395116	 	Y
NC_000913.2	1395389	1395646	+	b1332	ynaJ	 	predicted	1395389	1395646	1395389	1395646	1	1395389	1395646	 	Y
NC_000913.2	1395696	1396646	-	b1333	uspE	 	stress-induced	1395696	1396646	1395696	1396646	1	1395696	1396646	 	Y
NC_000913.2	1396798	1397550	-	b1334	fnr	 	DNA-binding	1396798	1397550	1396798	1397550	1	1396798	1397550	 	Y
NC_000913.2	1397745	1398260	-	b1335	ogt	 	O-6-alkylguanine-DNA:cysteine-protein	1397745	1398260	1397745	1398260	1	1397745	1398260	 	Y
NC_000913.2	1398271	1399797	-	b1336	abgT	 	p-aminobenzoyl-glutamate	1398271	1399797	1398271	1399797	1	1398271	1399797	 	Y
NC_000913.2	1399834	1401279	-	b1337	abgB	 	p-aminobenzoyl-glutamate	1399834	1401279	1399834	1401279	1	1399834	1401279	 	Y
NC_000913.2	1401279	1402589	-	b1338	abgA	 	p-aminobenzoyl-glutamate	1401279	1402589	1401279	1402589	1	1401279	1402589	 	Y
NC_000913.2	1402765	1403673	+	b1339	abgR	 	predicted	1402765	1403673	1402765	1403673	1	1402765	1403673	 	Y
NC_000913.2	1404003	1404566	+	b1340	ydaL	 	conserved	1404003	1404566	1404003	1404566	1	1404003	1404566	 	Y
NC_000913.2	1404587	1405819	-	b1341	ydaM	 	diguanylate	1404587	1405819	1404587	1405819	1	1404587	1405819	 	Y
NC_000913.2	1406074	1407057	+	b1342	ydaN	 	predicted	1406074	1407057	1406074	1407057	1	1406074	1407057	 	Y
NC_000913.2	1407535	1408908	+	b1343	dbpA	 	ATP-dependent	1407535	1408908	1407535	1408908	1	1407535	1408908	 	Y
NC_000913.2	1409037	1409972	-	b1344	ttcA	 	tRNA	1409037	1409972	1409037	1409972	1	1409037	1409972	 	Y
NC_000913.2	1410024	1411259	-	b1345	intR	 	Rac	1410024	1411259	1410024	1411259	1	1410024	1411259	 	Y
NC_000913.2	1411261	1411476	-	b1346	ydaQ	 	Rac	1411261	1411476	1411261	1411476	1	1411261	1411476	 	Y
NC_000913.2	1411555	1411764	-	b1347	ydaC	 	Rac	1411555	1411764	1411555	1411764	1	1411555	1411764	 	Y
NC_000913.2	1411757	1411951	-	b1348	ralR	 	Rac	1411757	1411951	1411757	1411951	1	1411757	1411951	 	Y
NC_000913.2	1412008	1412817	-	b1349	recT	 	Rac	1412008	1412817	1412008	1412817	1	1412008	1412817	 	Y
NC_000913.2	1412810	1415410	-	b1350	recE	 	Rac	1412810	1415410	1412810	1415410	1	1412810	1415410	 	Y
NC_000913.2	1415512	1415787	-	b1351	racC	 	Rac	1415512	1415787	1415512	1415787	1	1415512	1415787	 	Y
NC_000913.2	1415862	1416032	-	b4526	ydaE	 	Rac	1415862	1416032	1415862	1416032	1	1415862	1416032	 	Y
NC_000913.2	1416032	1416253	-	b1352	kilR	 	Rac	1416032	1416253	1416032	1416253	1	1416032	1416253	 	Y
NC_000913.2	1416695	1417183	+	b1353	sieB	 	Rac	1416695	1417183	1416695	1417183	1	1416695	1417183	 	Y
NC_000913.2	1417180	1417335	-	b4527	ydaF	 	Rac	1417180	1417335	1417180	1417335	1	1417180	1417335	 	Y
NC_000913.2	1417346	1417480	-	b1355	ydaG	 	Rac	1417346	1417480	1417346	1417480	1	1417346	1417480	 	Y
NC_000913.2	1417789	1418265	-	b1356	racR	 	Rac	1417789	1418265	1417789	1418265	1	1417789	1418265	 	Y
NC_000913.2	1418389	1418685	+	b1357	ydaS	 	Rac	1418389	1418685	1418389	1418685	1	1418389	1418685	 	Y
NC_000913.2	1418708	1419130	+	b1358	ydaT	 	Rac	1418708	1419130	1418708	1419130	1	1418708	1419130	 	Y
NC_000913.2	1419143	1420000	+	b1359	ydaU	 	Rac	1419143	1420000	1419143	1420000	1	1419143	1420000	 	Y
NC_000913.2	1420007	1420753	+	b1360	ydaV	 	Rac	1420007	1420753	1420007	1420753	1	1420007	1420753	 	Y
NC_000913.2	1421424	1421609	+	b4528	rzoR	 	Rac	1421424	1421609	1421424	1421609	1	1421424	1421609	 	Y
NC_000913.2	1421806	1423263	+	b1363	trkG	 	Rac	1421806	1423263	1421806	1423263	1	1421806	1423263	 	Y
NC_000913.2	1423401	1423664	+	b1365	ynaK	 	Rac	1423401	1423664	1423401	1423664	1	1423401	1423664	 	Y
NC_000913.2	1425770	1426750	-	b1370	insH	 	IS5	1425770	1426750	1425770	1426750	1	1425770	1426750	 	Y
NC_000913.2	1427073	1430435	+	b1372	stfR	 	Rac	1427073	1430435	1427073	1430435	1	1427073	1430435	 	Y
NC_000913.2	1430435	1431010	+	b1373	tfaR	 	Rac	1430435	1431010	1430435	1431010	1	1430435	1431010	 	Y
NC_000913.2	1431108	1431698	-	b1374	pinR	 	Rac	1431108	1431698	1431108	1431698	1	1431108	1431698	 	Y
NC_000913.2	1432015	1432281	-	b1375	ynaE	 	Rac	1432015	1432281	1432015	1432281	1	1432015	1432281	 	Y
NC_000913.2	1433209	1433643	-	b1376	uspF	 	stress-induced	1433209	1433643	1433209	1433643	1	1433209	1433643	 	Y
NC_000913.2	1433784	1434917	-	b1377	ompN	 	outer	1433784	1434917	1433784	1434917	1	1433784	1434917	 	Y
NC_000913.2	1435284	1438808	-	b1378	ydbK	 	fused	1435284	1438808	1435284	1438808	1	1435284	1438808	 	Y
NC_000913.2	1439082	1439348	+	b4529	ydbJ	 	predicted	1439082	1439348	1439082	1439348	1	1439082	1439348	 	Y
NC_000913.2	1439345	1439767	-	b1379	hslJ	 	heat-inducible	1439345	1439767	1439345	1439767	1	1439345	1439767	 	Y
NC_000913.2	1439878	1440867	-	b1380	ldhA	 	fermentative	1439878	1440867	1439878	1440867	1	1439878	1440867	 	Y
NC_000913.2	1441075	1443714	+	b1381	ydbH	 	predicted	1441075	1443714	1441075	1443714	1	1441075	1443714	 	Y
NC_000913.2	1443711	1443896	+	b1382	ynbE	 	lipoprotein	1443711	1443896	1443711	1443896	1	1443711	1443896	 	Y
NC_000913.2	1443904	1444230	+	b1383	ydbL	 	conserved	1443904	1444230	1443904	1444230	1	1443904	1444230	 	Y
NC_000913.2	1444402	1445307	-	b1384	feaR	 	DNA-binding	1444402	1445307	1444402	1445307	1	1444402	1445307	 	Y
NC_000913.2	1445543	1447042	+	b1385	feaB	 	phenylacetaldehyde	1445543	1447042	1445543	1447042	1	1445543	1447042	 	Y
NC_000913.2	1447100	1449373	-	b1386	tynA	 	tyramine	1447100	1449373	1447100	1449373	1	1447100	1449373	 	Y
NC_000913.2	1449621	1451666	-	b1387	paaZ	 	fused	1449621	1451666	1449621	1451666	1	1449621	1451666	 	Y
NC_000913.2	1451951	1452880	+	b1388	paaA	 	ring	1451951	1452880	1451951	1452880	1	1451951	1452880	 	Y
NC_000913.2	1452892	1453179	+	b1389	paaB	 	ring	1452892	1453179	1452892	1453179	1	1452892	1453179	 	Y
NC_000913.2	1453188	1453934	+	b1390	paaC	 	ring	1453188	1453934	1453188	1453934	1	1453188	1453934	 	Y
NC_000913.2	1453949	1454446	+	b1391	paaD	 	ring	1453949	1454446	1453949	1454446	1	1453949	1454446	 	Y
NC_000913.2	1454454	1455524	+	b1392	paaE	 	ring	1454454	1455524	1454454	1455524	1	1454454	1455524	 	Y
NC_000913.2	1455521	1456288	+	b1393	paaF	 	2,3-dehydroadipyl-CoA	1455521	1456288	1455521	1456288	1	1455521	1456288	 	Y
NC_000913.2	1456288	1457076	+	b1394	paaG	 	1,2-epoxyphenylacetyl-CoA	1456288	1457076	1456288	1457076	1	1456288	1457076	 	Y
NC_000913.2	1457078	1458505	+	b1395	paaH	 	3-hydroxyadipyl-CoA	1457078	1458505	1457078	1458505	1	1457078	1458505	 	Y
NC_000913.2	1458495	1458917	+	b1396	paaI	 	thioesterase,	1458495	1458917	1458495	1458917	1	1458495	1458917	 	Y
NC_000913.2	1458917	1460122	+	b1397	paaJ	 	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA	1458917	1460122	1458917	1460122	1	1458917	1460122	 	Y
NC_000913.2	1460149	1461462	+	b1398	paaK	 	phenylacetyl-CoA	1460149	1461462	1460149	1461462	1	1460149	1461462	 	Y
NC_000913.2	1461563	1462513	+	b1399	paaX	 	DNA-binding	1461563	1462513	1461563	1462513	1	1461563	1462513	 	Y
NC_000913.2	1462495	1463085	+	b1400	paaY	 	predicted	1462495	1463085	1462495	1463085	1	1462495	1463085	 	Y
NC_000913.2	1463189	1463254	-	b4674	ynbG	 	expressed	1463189	1463254	1463189	1463254	1	1463189	1463254	 	Y
NC_000913.2	1465945	1466850	-	b1402	insD	 	IS2	1465945	1466850	1465945	1466850	1	1465945	1466850	 	Y
NC_000913.2	1466808	1467173	-	b1403	insC	 	IS2	1466808	1467173	1466808	1467173	1	1466808	1467173	 	Y
NC_000913.2	1467382	1468533	+	b1404	insI	 	IS30	1467382	1468533	1467382	1468533	1	1467382	1468533	 	Y
NC_000913.2	1472245	1473105	+	b1406	ydbC	 	predicted	1472245	1473105	1472245	1473105	1	1472245	1473105	 	Y
NC_000913.2	1473168	1475474	+	b1407	ydbD	 	predicted	1473168	1475474	1473168	1475474	1	1473168	1475474	 	Y
NC_000913.2	1475645	1476250	+	b1408	ynbA	 	inner	1475645	1476250	1475645	1476250	1	1475645	1476250	 	Y
NC_000913.2	1476250	1477146	+	b1409	ynbB	 	predicted	1476250	1477146	1476250	1477146	1	1476250	1477146	 	Y
NC_000913.2	1477162	1478919	+	b1410	ynbC	 	predicted	1477162	1478919	1477162	1478919	1	1477162	1478919	 	Y
NC_000913.2	1478933	1480225	+	b1411	ynbD	 	predicted	1478933	1480225	1478933	1480225	1	1478933	1480225	 	Y
NC_000913.2	1480279	1480884	-	b1412	azoR	 	NADH-azoreductase,	1480279	1480884	1480279	1480884	1	1480279	1480884	 	Y
NC_000913.2	1481085	1484987	+	b1413	hrpA	 	predicted	1481085	1484987	1481085	1484987	1	1481085	1484987	 	Y
NC_000913.2	1485259	1486059	+	b1414	ydcF	 	conserved	1485259	1486059	1485259	1486059	1	1485259	1486059	 	Y
NC_000913.2	1486256	1487695	+	b1415	aldA	 	aldehyde	1486256	1487695	1486256	1487695	1	1486256	1487695	 	Y
NC_000913.2	1488926	1489456	+	b1418	cybB	 	cytochrome	1488926	1489456	1488926	1489456	1	1488926	1489456	 	Y
NC_000913.2	1489701	1489874	+	b1419	ydcA	 	predicted	1489701	1489874	1489701	1489874	1	1489701	1489874	 	Y
NC_000913.2	1489946	1490095	-	b4428	hokB	 	toxic	1489946	1490095	1489946	1490095	1	1489946	1490095	 	Y
NC_000913.2	1489986	1490153	-	b1420	mokB	 	regulatory	1489986	1490153	1489986	1490153	1	1489986	1490153	 	Y
NC_000913.2	1490494	1492134	+	b1421	trg	 	methyl-accepting	1490494	1492134	1490494	1492134	1	1490494	1492134	 	Y
NC_000913.2	1492172	1493095	-	b1422	ydcI	 	predicted	1492172	1493095	1492172	1493095	1	1492172	1493095	 	Y
NC_000913.2	1493312	1494655	+	b1423	ydcJ	 	predicted	1493312	1494655	1493312	1494655	1	1493312	1494655	 	Y
NC_000913.2	1494880	1496535	+	b1424	opgD	 	osmoregulated	1494880	1496535	1494880	1496535	1	1494880	1496535	 	Y
NC_000913.2	1496675	1496899	+	b1426	ydcH	 	predicted	1496675	1496899	1496675	1496899	1	1496675	1496899	 	Y
NC_000913.2	1496962	1497501	+	b1427	rimL	 	ribosomal-protein-L7/L12-serine	1496962	1497501	1496962	1497501	1	1496962	1497501	 	Y
NC_000913.2	1497493	1498473	-	b1428	ydcK	 	predicted	1497493	1498473	1497493	1498473	1	1497493	1498473	 	Y
NC_000913.2	1498597	1499589	+	b1429	tehA	 	potassium-tellurite	1498597	1499589	1498597	1499589	1	1498597	1499589	 	Y
NC_000913.2	1499586	1500179	+	b1430	tehB	 	tellurite	1499586	1500179	1499586	1500179	1	1499586	1500179	 	Y
NC_000913.2	1500481	1501149	+	b1431	ydcL	 	lipoprotein	1500481	1501149	1500481	1501149	1	1500481	1501149	 	Y
NC_000913.2	1501741	1502889	+	b1432	insQ	 	IS609	1501741	1502889	1501741	1502889	1	1501741	1502889	 	Y
NC_000913.2	1502929	1504104	-	b1433	ydcO	 	inner	1502929	1504104	1502929	1504104	1	1502929	1504104	 	Y
NC_000913.2	1504196	1504732	+	b1434	ydcN	 	predicted	1504196	1504732	1504196	1504732	1	1504196	1504732	 	Y
NC_000913.2	1504805	1506766	+	b1435	ydcP	 	predicted	1504805	1506766	1504805	1506766	1	1504805	1506766	 	Y
NC_000913.2	1506858	1507088	-	b1436	yncJ	 	predicted	1506858	1507088	1506858	1507088	1	1506858	1507088	 	Y
NC_000913.2	1507310	1507486	+	b4532	hicA	 	mRNA	1507310	1507486	1507310	1507486	1	1507310	1507486	 	Y
NC_000913.2	1507532	1507948	+	b1438	hicB	 	antitoxin	1507532	1507948	1507532	1507948	1	1507532	1507948	 	Y
NC_000913.2	1508027	1509433	+	b1439	ydcR	 	fused	1508027	1509433	1508027	1509433	1	1508027	1509433	 	Y
NC_000913.2	1509678	1510823	+	b1440	ydcS	 	polyhydroxybutyrate	1509678	1510823	1509678	1510823	1	1509678	1510823	 	Y
NC_000913.2	1510841	1511854	+	b1441	ydcT	 	predicted	1510841	1511854	1510841	1511854	1	1510841	1511854	 	Y
NC_000913.2	1511855	1512796	+	b1442	ydcU	 	predicted	1511855	1512796	1511855	1512796	1	1511855	1512796	 	Y
NC_000913.2	1512786	1513580	+	b1443	ydcV	 	predicted	1512786	1513580	1512786	1513580	1	1512786	1513580	 	Y
NC_000913.2	1513602	1515026	+	b1444	prr	 	gamma-aminobutyraldehyde	1513602	1515026	1513602	1515026	1	1513602	1515026	 	Y
NC_000913.2	1515123	1515218	-	b4598	yncL	 	hypothetical	1515123	1515218	1515123	1515218	1	1515123	1515218	 	Y
NC_000913.2	1515413	1515586	+	b1445	ydcX	 	conserved	1515413	1515586	1515413	1515586	1	1515413	1515586	 	Y
NC_000913.2	1515672	1515905	+	b1446	ydcY	 	predicted	1515672	1515905	1515672	1515905	1	1515672	1515905	 	Y
NC_000913.2	1515906	1516355	-	b1447	ydcZ	 	inner	1515906	1516355	1515906	1516355	1	1515906	1516355	 	Y
NC_000913.2	1516352	1516870	-	b1448	yncA	 	predicted	1516352	1516870	1516352	1516870	1	1516352	1516870	 	Y
NC_000913.2	1517051	1518088	+	b1449	yncB	 	predicted	1517051	1518088	1517051	1518088	1	1517051	1518088	 	Y
NC_000913.2	1518286	1518951	+	b1450	mcbR	 	colanic	1518286	1518951	1518286	1518951	1	1518286	1518951	 	Y
NC_000913.2	1518987	1521089	-	b1451	yncD	 	predicted	1518987	1521089	1518987	1521089	1	1518987	1521089	 	Y
NC_000913.2	1521331	1522392	+	b1452	yncE	 	conserved	1521331	1522392	1521331	1522392	1	1521331	1522392	 	Y
NC_000913.2	1522505	1524004	-	b1453	ansP	 	L-asparagine	1522505	1524004	1522505	1524004	1	1522505	1524004	 	Y
NC_000913.2	1524271	1524888	+	b1454	yncG	 	glutathione	1524271	1524888	1524271	1524888	1	1524271	1524888	 	Y
NC_000913.2	1524964	1525176	+	b1455	yncH	 	conserved	1524964	1525176	1524964	1525176	1	1524964	1525176	 	Y
NC_000913.2	1527946	1528428	+	b1457	ydcD	 	predicted	1527946	1528428	1527946	1528428	1	1527946	1528428	 	Y
NC_000913.2	1529840	1530976	+	b1460	ydcC	 	conserved	1529840	1530976	1529840	1530976	1	1529840	1530976	 	Y
NC_000913.2	1531076	1531309	+	b1461	pptA	 	4-oxalocrotonate	1531076	1531309	1531076	1531309	1	1531076	1531309	 	Y
NC_000913.2	1531306	1531875	-	b1462	yddH	 	conserved	1531306	1531875	1531306	1531875	1	1531306	1531875	 	Y
NC_000913.2	1532048	1532893	+	b1463	nhoA	 	N-hydroxyarylamine	1532048	1532893	1532048	1532893	1	1532048	1532893	 	Y
NC_000913.2	1532989	1533882	-	b1464	yddE	 	conserved	1532989	1533882	1532989	1533882	1	1532989	1533882	 	Y
NC_000913.2	1533961	1534641	-	b1465	narV	 	nitrate	1533961	1534641	1533961	1534641	1	1533961	1534641	 	Y
NC_000913.2	1534638	1535333	-	b1466	narW	 	nitrate	1534638	1535333	1534638	1535333	1	1534638	1535333	 	Y
NC_000913.2	1535333	1536877	-	b1467	narY	 	nitrate	1535333	1536877	1535333	1536877	1	1535333	1536877	 	Y
NC_000913.2	1536874	1540614	-	b1468	narZ	 	nitrate	1536874	1540614	1536874	1540614	1	1536874	1540614	 	Y
NC_000913.2	1540696	1542084	-	b1469	narU	 	nitrate/nitrite	1540696	1542084	1540696	1542084	1	1540696	1542084	 	Y
NC_000913.2	1542408	1542743	-	b1470	yddJ	 	predicted	1542408	1542743	1542408	1542743	1	1542408	1542743	 	Y
NC_000913.2	1544312	1545193	-	b1473	yddG	 	aromatic	1544312	1545193	1544312	1545193	1	1544312	1545193	 	Y
NC_000913.2	1545425	1548472	+	b1474	fdnG	 	formate	1545425	1548472	1545425	1548472	1	1545425	1548472	 	Y
NC_000913.2	1548485	1549369	+	b1475	fdnH	 	formate	1548485	1549369	1548485	1549369	1	1548485	1549369	 	Y
NC_000913.2	1549362	1550015	+	b1476	fdnI	 	formate	1549362	1550015	1549362	1550015	1	1549362	1550015	 	Y
NC_000913.2	1550422	1550706	-	b1477	yddM	 	predicted	1550422	1550706	1550422	1550706	1	1550422	1550706	 	Y
NC_000913.2	1550852	1551862	-	b1478	adhP	 	ethanol-active	1550852	1551862	1550852	1551862	1	1550852	1551862	 	Y
NC_000913.2	1551996	1553693	-	b1479	maeA	 	malate	1551996	1553693	1551996	1553693	1	1551996	1553693	 	Y
NC_000913.2	1553850	1553987	-	b1480	sra	 	Stationary-phase-induced	1553850	1553987	1553850	1553987	1	1553850	1553987	 	Y
NC_000913.2	1554089	1554304	-	b1481	bdm	 	biofilm-dependent	1554089	1554304	1554089	1554304	1	1554089	1554304	 	Y
NC_000913.2	1554649	1555080	+	b1482	osmC	 	Lipoyl-dependent	1554649	1555080	1554649	1555080	1	1554649	1555080	 	Y
NC_000913.2	1555136	1556062	-	b1483	ddpF	 	D,D-dipeptide	1555136	1556062	1555136	1556062	1	1555136	1556062	 	Y
NC_000913.2	1556055	1557041	-	b1484	ddpD	 	D,D-dipeptide	1556055	1557041	1556055	1557041	1	1556055	1557041	 	Y
NC_000913.2	1557038	1557934	-	b1485	ddpC	 	D-ala-D-ala	1557038	1557934	1557038	1557934	1	1557038	1557934	 	Y
NC_000913.2	1557931	1558953	-	b1486	ddpB	 	D-ala-D-ala	1557931	1558953	1557931	1558953	1	1557931	1558953	 	Y
NC_000913.2	1558955	1560505	-	b1487	ddpA	 	D-ala-D-a	1558955	1560505	1558955	1560505	1	1558955	1560505	 	Y
NC_000913.2	1560519	1561100	-	b1488	ddpX	 	D-ala-D-ala	1560519	1561100	1560519	1561100	1	1560519	1561100	 	Y
NC_000913.2	1561358	1563757	-	b1489	dosP	 	oxygen	1561358	1563757	1561358	1563757	1	1561358	1563757	 	Y
NC_000913.2	1563782	1565164	-	b1490	dosC	 	diguanylate	1563782	1565164	1563782	1565164	1	1563782	1565164	 	Y
NC_000913.2	1565528	1566847	-	b1491	yddW	 	liprotein,	1565528	1566847	1565528	1566847	1	1565528	1566847	 	Y
NC_000913.2	1566978	1568513	-	b1492	gadC	 	predicted	1566978	1568513	1566978	1568513	1	1566978	1568513	 	Y
NC_000913.2	1568669	1570069	-	b1493	gadB	 	glutamate	1568669	1570069	1568669	1570069	1	1568669	1570069	 	Y
NC_000913.2	1570431	1573226	-	b1494	pqqL	 	predicted	1570431	1573226	1570431	1573226	1	1570431	1573226	 	Y
NC_000913.2	1573271	1575643	-	b1495	yddB	 	predicted	1573271	1575643	1573271	1575643	1	1573271	1575643	 	Y
NC_000913.2	1575681	1577366	-	b1496	yddA	 	fused	1575681	1577366	1575681	1577366	1	1575681	1577366	 	Y
NC_000913.2	1577657	1578814	-	b1497	ydeM	 	conserved	1577657	1578814	1577657	1578814	1	1577657	1578814	 	Y
NC_000913.2	1578866	1580548	-	b1498	ydeN	 	conserved	1578866	1580548	1578866	1580548	1	1578866	1580548	 	Y
NC_000913.2	1580950	1581711	-	b1499	ydeO	 	transcriptional	1580950	1581711	1580950	1581711	1	1580950	1581711	 	Y
NC_000913.2	1581786	1581983	-	b1500	safA	 	Two	1581786	1581983	1581786	1581983	1	1581786	1581983	 	Y
NC_000913.2	1582231	1584510	-	b1501	ydeP	 	predicted	1582231	1584510	1582231	1584510	1	1582231	1584510	 	Y
NC_000913.2	1584844	1585758	-	b1502	ydeQ	 	predicted	1584844	1585758	1584844	1585758	1	1584844	1585758	 	Y
NC_000913.2	1585817	1586320	-	b1503	ydeR	 	predicted	1585817	1586320	1585817	1586320	1	1585817	1586320	 	Y
NC_000913.2	1586333	1586863	-	b1504	ydeS	 	predicted	1586333	1586863	1586333	1586863	1	1586333	1586863	 	Y
NC_000913.2	1588878	1590200	-	b1507	hipA	 	serine	1588878	1590200	1588878	1590200	1	1588878	1590200	 	Y
NC_000913.2	1590200	1590466	-	b1508	hipB	 	antitoxin	1590200	1590466	1590200	1590466	1	1590200	1590466	 	Y
NC_000913.2	1596641	1598233	-	b1511	lsrK	 	autoinducer-2	1596641	1598233	1596641	1598233	1	1596641	1598233	 	Y
NC_000913.2	1598312	1599265	-	b1512	lsrR	 	lsr	1598312	1599265	1598312	1599265	1	1598312	1599265	 	Y
NC_000913.2	1599514	1601049	+	b1513	lsrA	 	Autoinducer	1599514	1601049	1599514	1601049	1	1599514	1601049	 	Y
NC_000913.2	1601043	1602071	+	b1514	lsrC	 	Autoinducer	1601043	1602071	1601043	1602071	1	1601043	1602071	 	Y
NC_000913.2	1602071	1603063	+	b1515	lsrD	 	autoinducer	1602071	1603063	1602071	1603063	1	1602071	1603063	 	Y
NC_000913.2	1603075	1604097	+	b1516	lsrB	 	autoinducer	1603075	1604097	1603075	1604097	1	1603075	1604097	 	Y
NC_000913.2	1604124	1604999	+	b1517	lsrF	 	putative	1604124	1604999	1604124	1604999	1	1604124	1604999	 	Y
NC_000913.2	1605023	1605313	+	b1518	lsrG	 	autoinducer-2	1605023	1605313	1605023	1605313	1	1605023	1605313	 	Y
NC_000913.2	1605370	1606128	+	b1519	tam	 	trans-aconitate	1605370	1606128	1605370	1606128	1	1605370	1606128	 	Y
NC_000913.2	1606132	1607046	-	b1520	yneE	 	predicted	1606132	1607046	1606132	1607046	1	1606132	1607046	 	Y
NC_000913.2	1607253	1608704	-	b1521	uxaB	 	altronate	1607253	1608704	1607253	1608704	1	1607253	1608704	 	Y
NC_000913.2	1608931	1609878	-	b1522	yneF	 	predicted	1608931	1609878	1608931	1609878	1	1608931	1609878	 	Y
NC_000913.2	1609990	1610349	-	b1523	yneG	 	conserved	1609990	1610349	1609990	1610349	1	1609990	1610349	 	Y
NC_000913.2	1610349	1611275	-	b1524	yneH	 	glutaminase	1610349	1611275	1610349	1611275	1	1610349	1611275	 	Y
NC_000913.2	1611339	1612727	-	b1525	sad	 	succinate	1611339	1612727	1611339	1612727	1	1611339	1612727	 	Y
NC_000913.2	1612828	1613709	+	b1526	yneJ	 	predicted	1612828	1613709	1612828	1613709	1	1612828	1613709	 	Y
NC_000913.2	1613787	1614902	+	b1527	yneK	 	predicted	1613787	1614902	1613787	1614902	1	1613787	1614902	 	Y
NC_000913.2	1615052	1616242	+	b1528	ydeA	 	predicted	1615052	1616242	1615052	1616242	1	1615052	1616242	 	Y
NC_000913.2	1616267	1616932	-	b1529	marC	 	inner	1616267	1616932	1616267	1616932	1	1616267	1616932	 	Y
NC_000913.2	1617144	1617578	+	b1530	marR	 	DNA-binding	1617144	1617578	1617144	1617578	1	1617144	1617578	 	Y
NC_000913.2	1617598	1617981	+	b1531	marA	 	DNA-binding	1617598	1617981	1617598	1617981	1	1617598	1617981	 	Y
NC_000913.2	1618013	1618231	+	b1532	marB	 	predicted	1618013	1618231	1618013	1618231	1	1618013	1618231	 	Y
NC_000913.2	1618262	1619161	-	b1533	eamA	 	cysteine	1618262	1619161	1618262	1619161	1	1618262	1619161	 	Y
NC_000913.2	1619356	1620543	+	b1534	ydeE	 	predicted	1619356	1620543	1619356	1620543	1	1619356	1620543	 	Y
NC_000913.2	1620670	1620765	+	b4599	yneM	 	expressed	1620670	1620765	1620670	1620765	1	1620670	1620765	 	Y
NC_000913.2	1620984	1621874	-	b1535	ydeH	 	diguanylate	1620984	1621874	1620984	1621874	1	1620984	1621874	 	Y
NC_000913.2	1622129	1622521	-	b1536	ydeI	 	conserved	1622129	1622521	1622129	1622521	1	1622129	1622521	 	Y
NC_000913.2	1622797	1623315	+	b1537	ydeJ	 	conserved	1622797	1623315	1622797	1623315	1	1622797	1623315	 	Y
NC_000913.2	1623359	1625404	-	b1538	dcp	 	dipeptidyl	1623359	1625404	1623359	1625404	1	1623359	1625404	 	Y
NC_000913.2	1625541	1626287	+	b1539	ydfG	 	Malonic	1625541	1626287	1625541	1626287	1	1625541	1626287	 	Y
NC_000913.2	1626376	1627062	+	b1540	ydfH	 	predicted	1626376	1627062	1626376	1627062	1	1626376	1627062	 	Y
NC_000913.2	1627239	1627442	+	b1541	ydfZ	 	selenoprotein,	1627239	1627442	1627239	1627442	1	1627239	1627442	 	Y
NC_000913.2	1627477	1628937	-	b1542	ydfI	 	predicted	1627477	1628937	1627477	1628937	1	1627477	1628937	 	Y
NC_000913.2	1631063	1631329	+	b1544	ydfK	 	Qin	1631063	1631329	1631063	1631329	1	1631063	1631329	 	Y
NC_000913.2	1631646	1632236	+	b1545	pinQ	 	Qin	1631646	1632236	1631646	1632236	1	1631646	1632236	 	Y
NC_000913.2	1632334	1632909	-	b1546	tfaQ	 	Qin	1632334	1632909	1632334	1632909	1	1632334	1632909	 	Y
NC_000913.2	1632909	1633871	-	b1547	stfQ	 	Qin	1632909	1633871	1632909	1633871	1	1632909	1633871	 	Y
